,time,Open,High,Low,Close,stock_code,ric_code,uuid,last_modified_date,current_hour_pillar,current_day_pillar,current_day_pillar_minus,current_hour_pillar_minus,current_month_pillar,current_year_pillar,current_year_pillar_minus,current_month_pillar_minus,current_wuxi_hour,current_wuxi_day,current_wuxi_month,current_wuxi_year,base_year_pillar,base_month_pillar,base_day_pillar,base_hour_pillar,base_month_pillar_minus,base_hour_pillar_minus,base_year_pillar_minus,base_day_pillar_minus,year,month,day,hour,dayofweek,quarter,is_month_start,is_month_end,is_quarter_start,is_quarter_end,is_year_start,is_year_end,dayofyear,weekofyear,current_hour_pillar_heavenly,current_hour_pillar_earthly,current_hour_pillar_heavenly_sin,current_hour_pillar_heavenly_cos,current_hour_pillar_earthly_sin,current_hour_pillar_earthly_cos,current_day_pillar_heavenly,current_day_pillar_earthly,current_day_pillar_heavenly_sin,current_day_pillar_heavenly_cos,current_day_pillar_earthly_sin,current_day_pillar_earthly_cos,current_day_pillar_minus_heavenly,current_day_pillar_minus_earthly,current_day_pillar_minus_heavenly_sin,current_day_pillar_minus_heavenly_cos,current_day_pillar_minus_earthly_sin,current_day_pillar_minus_earthly_cos,current_hour_pillar_minus_heavenly,current_hour_pillar_minus_earthly,current_hour_pillar_minus_heavenly_sin,current_hour_pillar_minus_heavenly_cos,current_hour_pillar_minus_earthly_sin,current_hour_pillar_minus_earthly_cos,current_month_pillar_heavenly,current_month_pillar_earthly,current_month_pillar_heavenly_sin,current_month_pillar_heavenly_cos,current_month_pillar_earthly_sin,current_month_pillar_earthly_cos,current_year_pillar_heavenly,current_year_pillar_earthly,current_year_pillar_heavenly_sin,current_year_pillar_heavenly_cos,current_year_pillar_earthly_sin,current_year_pillar_earthly_cos,current_year_pillar_minus_heavenly,current_year_pillar_minus_earthly,current_year_pillar_minus_heavenly_sin,current_year_pillar_minus_heavenly_cos,current_year_pillar_minus_earthly_sin,current_year_pillar_minus_earthly_cos,current_month_pillar_minus_heavenly,current_month_pillar_minus_earthly,current_month_pillar_minus_heavenly_sin,current_month_pillar_minus_heavenly_cos,current_month_pillar_minus_earthly_sin,current_month_pillar_minus_earthly_cos,base_year_pillar_heavenly,base_year_pillar_earthly,base_year_pillar_heavenly_sin,base_year_pillar_heavenly_cos,base_year_pillar_earthly_sin,base_year_pillar_earthly_cos,base_month_pillar_heavenly,base_month_pillar_earthly,base_month_pillar_heavenly_sin,base_month_pillar_heavenly_cos,base_month_pillar_earthly_sin,base_month_pillar_earthly_cos,base_day_pillar_heavenly,base_day_pillar_earthly,base_day_pillar_heavenly_sin,base_day_pillar_heavenly_cos,base_day_pillar_earthly_sin,base_day_pillar_earthly_cos,base_hour_pillar_heavenly,base_hour_pillar_earthly,base_hour_pillar_heavenly_sin,base_hour_pillar_heavenly_cos,base_hour_pillar_earthly_sin,base_hour_pillar_earthly_cos,base_month_pillar_minus_heavenly,base_month_pillar_minus_earthly,base_month_pillar_minus_heavenly_sin,base_month_pillar_minus_heavenly_cos,base_month_pillar_minus_earthly_sin,base_month_pillar_minus_earthly_cos,base_hour_pillar_minus_heavenly,base_hour_pillar_minus_earthly,base_hour_pillar_minus_heavenly_sin,base_hour_pillar_minus_heavenly_cos,base_hour_pillar_minus_earthly_sin,base_hour_pillar_minus_earthly_cos,base_year_pillar_minus_heavenly,base_year_pillar_minus_earthly,base_year_pillar_minus_heavenly_sin,base_year_pillar_minus_heavenly_cos,base_year_pillar_minus_earthly_sin,base_year_pillar_minus_earthly_cos,base_day_pillar_minus_heavenly,base_day_pillar_minus_earthly,base_day_pillar_minus_heavenly_sin,base_day_pillar_minus_heavenly_cos,base_day_pillar_minus_earthly_sin,base_day_pillar_minus_earthly_cos
1989,2019-12-13 15:00:00+08:00,27669,27746,27625,27704,HSI,^HSI,7989244369721150829,2025-06-04 01:47:50.689417+08:00,壬申,己亥,甲午,丁卯,丙子,甲寅,己未,辛巳,壬申,己亥,辛子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,13,15,4,4,False,False,False,False,False,False,347,50,壬,申,-0.951057,0.309017,-0.866025,-0.5,己,亥,1.22465e-16,-1,-0.5,0.866025,甲,午,0,1,1.22465e-16,-1,丁,卯,0.951057,-0.309017,1,6.12323e-17,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1995,2019-12-16 09:00:00+08:00,27600,27748,27509,27570,HSI,^HSI,8509166196065282804,2025-06-04 01:47:50.689417+08:00,乙巳,丁亥,壬午,庚子,丙子,甲寅,己未,辛巳,乙巳,丁子,壬子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,16,9,0,4,False,False,False,False,False,False,350,51,乙,巳,0.587785,0.809017,0.5,-0.866025,丁,亥,0.951057,-0.309017,-0.5,0.866025,壬,午,-0.951057,0.309017,1.22465e-16,-1,庚,子,-0.587785,-0.809017,0,1,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1996,2019-12-16 11:00:00+08:00,27568,27664,27547,27605,HSI,^HSI,3965804439247760533,2025-06-04 01:47:50.689417+08:00,丙午,壬寅,丁酉,辛丑,丙子,甲寅,己未,辛巳,丙午,丁丑,壬子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,16,11,0,4,False,False,False,False,False,False,350,51,丙,午,0.951057,0.309017,1.22465e-16,-1,壬,寅,-0.951057,0.309017,0.866025,0.5,丁,酉,0.951057,-0.309017,-1,-1.83697e-16,辛,丑,-0.951057,-0.309017,0.5,0.866025,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1997,2019-12-16 13:00:00+08:00,27606,27646,27583,27622,HSI,^HSI,3949534500915254458,2025-06-04 01:47:50.689417+08:00,丁未,壬寅,丁酉,壬寅,丙子,甲寅,己未,辛巳,丁未,壬丑,壬子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,16,13,0,4,False,False,False,False,False,False,350,51,丁,未,0.951057,-0.309017,-0.5,-0.866025,壬,寅,-0.951057,0.309017,0.866025,0.5,丁,酉,0.951057,-0.309017,-1,-1.83697e-16,壬,寅,-0.951057,0.309017,0.866025,0.5,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
1998,2019-12-16 15:00:00+08:00,27622,27646,27518,27580,HSI,^HSI,6869492469217699306,2025-06-04 01:47:50.689417+08:00,戊申,壬寅,丁酉,癸卯,丙子,甲寅,己未,辛巳,戊申,壬寅,壬子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,16,15,0,4,False,False,False,False,False,False,350,51,戊,申,0.587785,-0.809017,-0.866025,-0.5,壬,寅,-0.951057,0.309017,0.866025,0.5,丁,酉,0.951057,-0.309017,-1,-1.83697e-16,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2004,2019-12-17 09:00:00+08:00,27613,27793,27563,27760,HSI,^HSI,12213738706122894886,2025-06-04 01:47:50.689417+08:00,丁巳,戊子,癸未,壬子,丙子,甲寅,己未,辛巳,丁巳,戊丑,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,17,9,1,4,False,False,False,False,False,False,351,51,丁,巳,0.951057,-0.309017,0.5,-0.866025,戊,子,0.587785,-0.809017,0,1,癸,未,-0.587785,0.809017,-0.5,-0.866025,壬,子,-0.951057,0.309017,0,1,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2005,2019-12-17 11:00:00+08:00,27760,27872,27728,27855,HSI,^HSI,1122786362544651512,2025-06-04 01:47:50.689417+08:00,戊午,癸卯,戊戌,癸丑,丙子,甲寅,己未,辛巳,戊午,戊寅,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,17,11,1,4,False,False,False,False,False,False,351,51,戊,午,0.587785,-0.809017,1.22465e-16,-1,癸,卯,-0.587785,0.809017,1,6.12323e-17,戊,戌,0.587785,-0.809017,-0.866025,0.5,癸,丑,-0.587785,0.809017,0.5,0.866025,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2006,2019-12-17 13:00:00+08:00,27856,27922,27786,27793,HSI,^HSI,4365828439672154486,2025-06-04 01:47:50.689417+08:00,己未,癸卯,戊戌,甲寅,丙子,甲寅,己未,辛巳,己未,癸寅,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,17,13,1,4,False,False,False,False,False,False,351,51,己,未,1.22465e-16,-1,-0.5,-0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,戊,戌,0.587785,-0.809017,-0.866025,0.5,甲,寅,0,1,0.866025,0.5,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2007,2019-12-17 15:00:00+08:00,27793,27850,27789,27829,HSI,^HSI,5138857554593876847,2025-06-04 01:47:50.689417+08:00,庚申,癸卯,戊戌,乙卯,丙子,甲寅,己未,辛巳,庚申,癸卯,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,17,15,1,4,False,False,False,False,False,False,351,51,庚,申,-0.587785,-0.809017,-0.866025,-0.5,癸,卯,-0.587785,0.809017,1,6.12323e-17,戊,戌,0.587785,-0.809017,-0.866025,0.5,乙,卯,0.587785,0.809017,1,6.12323e-17,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2013,2019-12-18 09:00:00+08:00,27903,28032,27817,27838,HSI,^HSI,10842575754093928317,2025-06-04 01:47:50.689417+08:00,己巳,己丑,甲申,甲子,丙子,甲寅,己未,辛巳,己巳,己寅,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,18,9,2,4,False,False,False,False,False,False,352,51,己,巳,1.22465e-16,-1,0.5,-0.866025,己,丑,1.22465e-16,-1,0.5,0.866025,甲,申,0,1,-0.866025,-0.5,甲,子,0,1,0,1,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2014,2019-12-18 11:00:00+08:00,27838,27883,27786,27866,HSI,^HSI,5128829271563313861,2025-06-04 01:47:50.689417+08:00,庚午,甲辰,己亥,乙丑,丙子,甲寅,己未,辛巳,庚午,己卯,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,18,11,2,4,False,False,False,False,False,False,352,51,庚,午,-0.587785,-0.809017,1.22465e-16,-1,甲,辰,0,1,0.866025,-0.5,己,亥,1.22465e-16,-1,-0.5,0.866025,乙,丑,0.587785,0.809017,0.5,0.866025,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2015,2019-12-18 13:00:00+08:00,27866,27906,27805,27842,HSI,^HSI,9330758769493390818,2025-06-04 01:47:50.689417+08:00,辛未,甲辰,己亥,丙寅,丙子,甲寅,己未,辛巳,辛未,甲卯,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,18,13,2,4,False,False,False,False,False,False,352,51,辛,未,-0.951057,-0.309017,-0.5,-0.866025,甲,辰,0,1,0.866025,-0.5,己,亥,1.22465e-16,-1,-0.5,0.866025,丙,寅,0.951057,0.309017,0.866025,0.5,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2016,2019-12-18 15:00:00+08:00,27841,27933,27821,27917,HSI,^HSI,418579333009568437,2025-06-04 01:47:50.689417+08:00,壬申,甲辰,己亥,丁卯,丙子,甲寅,己未,辛巳,壬申,甲辰,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,18,15,2,4,False,False,False,False,False,False,352,51,壬,申,-0.951057,0.309017,-0.866025,-0.5,甲,辰,0,1,0.866025,-0.5,己,亥,1.22465e-16,-1,-0.5,0.866025,丁,卯,0.951057,-0.309017,1,6.12323e-17,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2022,2019-12-19 09:00:00+08:00,27909,27976,27692,27727,HSI,^HSI,1619456233586196661,2025-06-04 01:47:50.689417+08:00,辛巳,庚寅,乙酉,丙子,丙子,甲寅,己未,辛巳,辛巳,庚卯,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,19,9,3,4,False,False,False,False,False,False,353,51,辛,巳,-0.951057,-0.309017,0.5,-0.866025,庚,寅,-0.587785,-0.809017,0.866025,0.5,乙,酉,0.587785,0.809017,-1,-1.83697e-16,丙,子,0.951057,0.309017,0,1,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2023,2019-12-19 11:00:00+08:00,27726,27764,27723,27729,HSI,^HSI,8715720393946888969,2025-06-04 01:47:50.689417+08:00,壬午,乙巳,庚子,丁丑,丙子,甲寅,己未,辛巳,壬午,庚辰,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,19,11,3,4,False,False,False,False,False,False,353,51,壬,午,-0.951057,0.309017,1.22465e-16,-1,乙,巳,0.587785,0.809017,0.5,-0.866025,庚,子,-0.587785,-0.809017,0,1,丁,丑,0.951057,-0.309017,0.5,0.866025,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2024,2019-12-19 13:00:00+08:00,27730,27836,27729,27812,HSI,^HSI,11044751908369766173,2025-06-04 01:47:50.689417+08:00,癸未,乙巳,庚子,戊寅,丙子,甲寅,己未,辛巳,癸未,乙辰,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,19,13,3,4,False,False,False,False,False,False,353,51,癸,未,-0.587785,0.809017,-0.5,-0.866025,乙,巳,0.587785,0.809017,0.5,-0.866025,庚,子,-0.587785,-0.809017,0,1,戊,寅,0.587785,-0.809017,0.866025,0.5,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2025,2019-12-19 15:00:00+08:00,27811,27864,27788,27804,HSI,^HSI,1258629033714990395,2025-06-04 01:47:50.689417+08:00,甲申,乙巳,庚子,己卯,丙子,甲寅,己未,辛巳,甲申,乙巳,丁子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,19,15,3,4,False,False,False,False,False,False,353,51,甲,申,0,1,-0.866025,-0.5,乙,巳,0.587785,0.809017,0.5,-0.866025,庚,子,-0.587785,-0.809017,0,1,己,卯,1.22465e-16,-1,1,6.12323e-17,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2031,2019-12-20 09:00:00+08:00,27798,28014,27755,27973,HSI,^HSI,5233223359023190864,2025-06-04 01:47:50.689417+08:00,癸巳,辛卯,丙戌,戊子,丙子,甲寅,己未,辛巳,癸巳,辛辰,戊子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,20,9,4,4,False,False,False,False,False,False,354,51,癸,巳,-0.587785,0.809017,0.5,-0.866025,辛,卯,-0.951057,-0.309017,1,6.12323e-17,丙,戌,0.951057,0.309017,-0.866025,0.5,戊,子,0.587785,-0.809017,0,1,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2032,2019-12-20 11:00:00+08:00,27973,27994,27925,27938,HSI,^HSI,17034196538623558507,2025-06-04 01:47:50.689417+08:00,甲午,丙午,辛丑,己丑,丙子,甲寅,己未,辛巳,甲午,辛巳,戊子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,20,11,4,4,False,False,False,False,False,False,354,51,甲,午,0,1,1.22465e-16,-1,丙,午,0.951057,0.309017,1.22465e-16,-1,辛,丑,-0.951057,-0.309017,0.5,0.866025,己,丑,1.22465e-16,-1,0.5,0.866025,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
2033,2019-12-20 13:00:00+08:00,27938,27942,27823,27840,HSI,^HSI,1846167424951767953,2025-06-04 01:47:50.689417+08:00,乙未,丙午,辛丑,庚寅,丙子,甲寅,己未,辛巳,乙未,丙巳,戊子,甲戌,己酉,乙亥,癸卯,丙辰,庚午,辛酉,甲辰,戊申,2019,12,20,13,4,4,False,False,False,False,False,False,354,51,乙,未,0.587785,0.809017,-0.5,-0.866025,丙,午,0.951057,0.309017,1.22465e-16,-1,辛,丑,-0.951057,-0.309017,0.5,0.866025,庚,寅,-0.587785,-0.809017,0.866025,0.5,丙,子,0.951057,0.309017,0,1,甲,寅,0,1,0.866025,0.5,己,未,1.22465e-16,-1,-0.5,-0.866025,辛,巳,-0.951057,-0.309017,0.5,-0.866025,己,酉,1.22465e-16,-1,-1,-1.83697e-16,乙,亥,0.587785,0.809017,-0.5,0.866025,癸,卯,-0.587785,0.809017,1,6.12323e-17,丙,辰,0.951057,0.309017,0.866025,-0.5,庚,午,-0.587785,-0.809017,1.22465e-16,-1,辛,酉,-0.951057,-0.309017,-1,-1.83697e-16,甲,辰,0,1,0.866025,-0.5,戊,申,0.587785,-0.809017,-0.866025,-0.5
